Gene stable ID	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSMUSG00000112882	Gm47970	54546888	54547800	10
ENSMUSG00000093593	Gm20683	26053439	26060737	17
ENSMUSG00000087873	Gm26099	36323899	36324007	X
ENSMUSG00000112575	Gm31849	54933289	54933663	10
ENSMUSG00000112755	Gm46190	55000458	55000884	10
ENSMUSG00000038122	Tbc1d32	55890389	56104785	10
ENSMUSG00000025733	Rhot2	26057431	26063825	17
ENSMUSG00000091313	Fth-ps2	39630384	39630899	6
ENSMUSG00000113694	Gm48747	70297939	70322371	12
ENSMUSG00000029918	Mrps33	39778738	39787922	6
ENSMUSG00000112945	Gm32151	70394236	70398480	12
ENSMUSG00000021072	Tmx1	70499869	70514814	12
ENSMUSG00000052276	Ostn	27126239	27169962	16
ENSMUSG00000115489	Gm49129	33806710	33807042	14
ENSMUSG00000021950	Anxa8	33807938	33822528	14
ENSMUSG00000091937	Gm3646	39843308	39844492	1
ENSMUSG00000101634	1700066B17Rik	39878335	39886494	1
ENSMUSG00000098678	Mroh6	75755986	75760619	15
ENSMUSG00000030400	Ercc2	19115935	19129619	7
ENSMUSG00000116530	Gm32312	27136694	27145391	16
ENSMUSG00000106936	Gm7554	39805134	39805707	6
ENSMUSG00000089705	Gm15970	27161861	27162694	16
ENSMUSG00000106827	Gm7556	39820146	39821229	6
ENSMUSG00000056423	Uts2b	27172072	27188989	16
ENSMUSG00000057716	Tmem178b	39848395	40232084	6
ENSMUSG00000026074	Map4k4	39940073	40065470	1
ENSMUSG00000113944	Gm48847	70525389	70540021	12
ENSMUSG00000113302	Gm32219	70569372	70591361	12
ENSMUSG00000114005	Gm24474	70696956	70740554	12
ENSMUSG00000022574	Naprt	75762805	75766330	15
ENSMUSG00000114159	Gm48866	70720897	70722230	12
ENSMUSG00000112950	Gm32369	70722621	70728624	12
ENSMUSG00000113900	Gm40437	70775948	70872119	12
ENSMUSG00000048285	Frmd6	70872288	70949008	12
ENSMUSG00000097406	Gm26833	39848466	39848905	6
ENSMUSG00000103331	Gm37995	40003828	40005541	6
ENSMUSG00000102623	Gm37673	40075656	40078106	6
ENSMUSG00000097563	Gm26638	40095713	40106411	6
ENSMUSG00000097484	Gm26807	40180232	40186193	6
ENSMUSG00000038127	Ccdc50	27207619	27270968	16
ENSMUSG00000081127	Gm12677	44313427	44314058	4
ENSMUSG00000083803	Gm12455	44382922	44383337	4
ENSMUSG00000119356	AC129608.1	72576056	72576162	5
ENSMUSG00000102287	Gm37003	40203153	40205979	6
ENSMUSG00000029916	Agk	40302106	40373696	6
ENSMUSG00000014030	Pax5	44524757	44710487	4
ENSMUSG00000031639	Tlr3	45848702	45864117	8
ENSMUSG00000114524	Gm48357	58332710	58339132	13
ENSMUSG00000114886	Gm48432	58366533	58367090	13
ENSMUSG00000114929	Gm48441	58379957	58384564	13
ENSMUSG00000021552	Gkap1	58381160	58423513	13
ENSMUSG00000103162	Gm38147	24764544	24766341	2
ENSMUSG00000102875	Gm37139	24779460	24783878	2
ENSMUSG00000088951	Gm24940	163229852	163229971	1
ENSMUSG00000115180	Gm30556	33841553	33842818	14
ENSMUSG00000026972	Arrdc1	24815364	24825264	2
ENSMUSG00000115101	Gm7778	33861405	33861772	14
ENSMUSG00000048337	Npy4r	33865949	33874446	14
ENSMUSG00000078126	Rpl23a-ps3	33892612	33893079	14
ENSMUSG00000115673	Gm18884	33897688	33898266	14
ENSMUSG00000071531	Gprin2	33907645	33923610	14
ENSMUSG00000114931	Gm32256	16693163	16693625	19
ENSMUSG00000031389	Arhgap4	72935048	72965476	X
ENSMUSG00000046388	Gm9806	16757911	16758467	19
ENSMUSG00000118126	Gm32341	16848456	16902378	19
ENSMUSG00000056829	Foxb2	16849683	16851169	19
ENSMUSG00000113584	Gm46355	70956248	70958925	12
ENSMUSG00000113707	Gm10457	70959033	70961259	12
ENSMUSG00000039126	Prune2	16933482	17201296	19
ENSMUSG00000112528	Gm29794	55976731	55978099	10
ENSMUSG00000119200	AC110257.1	139123518	139123624	3
ENSMUSG00000021076	Actr10	70984631	71011492	12
ENSMUSG00000047669	Msl3l2	55983013	55992976	10
ENSMUSG00000115299	Gm49168	33940033	33940342	14
ENSMUSG00000041479	Syt15	33941552	33952377	14
ENSMUSG00000071303	Rps8-ps1	56230547	56231170	10
ENSMUSG00000097399	Gm26555	58428997	58446959	13
ENSMUSG00000050953	Gja1	56253426	56278609	10
ENSMUSG00000055762	Eef1d	75766054	75781405	15
ENSMUSG00000060176	Kif27	58435316	58506936	13
ENSMUSG00000109785	Gm45542	45863100	45863797	8
ENSMUSG00000103552	Gm38217	34433051	34433960	9
ENSMUSG00000053889	Kirrel3os	34829529	34840805	9
ENSMUSG00000112833	Gm36595	56308077	56352063	10
ENSMUSG00000112175	4930452L12Rik	56312450	56313699	10
ENSMUSG00000112825	Gm9118	56373437	56374190	10
ENSMUSG00000073434	Wdr90	26063745	26080475	17
ENSMUSG00000037172	Dennd11	40378309	40413069	6
ENSMUSG00000031626	Sorbs2	45960825	46280943	8
ENSMUSG00000045048	Gm9795	56532290	56532982	10
ENSMUSG00000036412	Arsi	61044852	61051633	18
ENSMUSG00000112191	Gm31931	56705182	56705403	10
ENSMUSG00000032038	St3gal4	34957872	35030564	9
ENSMUSG00000112837	Gm48053	56785770	56790861	10
ENSMUSG00000092761	Mir5120	44607491	44607568	4
ENSMUSG00000086211	Gm12462	44664415	44685347	4
ENSMUSG00000112327	Gm36827	56846425	56858328	10
ENSMUSG00000112345	Gm40652	56993318	57033717	10
ENSMUSG00000102880	4930517J16Rik	44669330	44670897	4
ENSMUSG00000024617	Camk2a	61058690	61121224	18
ENSMUSG00000089242	Gm24056	77126606	77126751	15
ENSMUSG00000103995	5730488B01Rik	44702800	44705110	4
ENSMUSG00000112217	Gm48055	57142595	57142850	10
ENSMUSG00000080916	Gm12463	44752277	44753125	4
ENSMUSG00000111954	Gm7001	57166985	57168449	10
ENSMUSG00000060073	Psma3	71021395	71043121	12
ENSMUSG00000111969	Gm9129	57262519	57267251	10
ENSMUSG00000035649	Zcchc7	44755877	44932215	4
ENSMUSG00000111988	Gm19256	57289577	57289807	10
ENSMUSG00000097370	4930467K11Rik	57354477	57362447	10
ENSMUSG00000019878	Hsf2	57362481	57389231	10
ENSMUSG00000115124	Gm49201	33952576	33953685	14
ENSMUSG00000041471	Shld2	33958990	34032450	14
ENSMUSG00000026974	Zmynd19	24839804	24852087	2
ENSMUSG00000098258	Mir6369	58460858	58460963	13
ENSMUSG00000119939	AC123030.1	66548555	66548672	7
ENSMUSG00000021550	2210016F16Rik	58527631	58533039	13
ENSMUSG00000037159	Wee2	40416022	40443747	6
ENSMUSG00000116926	Gm18234	27662114	27663164	16
ENSMUSG00000116654	Gm10823	27668682	27744880	16
ENSMUSG00000116978	Gm49765	27788781	27789097	16
ENSMUSG00000022523	Fgf12	27978850	28571820	16
ENSMUSG00000021546	Hnrnpk	58538956	58551157	13
ENSMUSG00000084854	Gm12678	44943753	44948330	4
ENSMUSG00000086000	Gm12493	44967769	44971096	4
ENSMUSG00000086205	Gm12679	44970576	44978319	4
ENSMUSG00000070315	4930581F22Rik	35028024	35042218	9
ENSMUSG00000035637	Grhpr	44981395	44990734	4
ENSMUSG00000097231	Gm26852	19116145	19126643	7
ENSMUSG00000076315	Mir343	19120568	19120642	7
ENSMUSG00000119876	AC116882.1	77000972	77001078	8
ENSMUSG00000077537	Gm22544	76748557	76748683	8
ENSMUSG00000040714	Klc3	19128362	19138029	7
ENSMUSG00000119777	AC171272.27	59142180	59142258	7
ENSMUSG00000117941	Gm50276	17215411	17218033	19
ENSMUSG00000115649	Gm18813	33982289	33983640	14
ENSMUSG00000118367	Gm50277	17221374	17233852	19
ENSMUSG00000115183	Gm49203	33985080	33985493	14
ENSMUSG00000115214	Gm49202	34002800	34003136	14
ENSMUSG00000117946	Gm50280	17243348	17243702	19
ENSMUSG00000021794	Glud1	34032684	34067222	14
ENSMUSG00000038843	Gcnt1	17303505	17350208	19
ENSMUSG00000019877	Serinc1	57391870	57408626	10
ENSMUSG00000026975	Dph7	24852412	24862175	2
ENSMUSG00000020288	Ahsa2	23437882	23448030	11
ENSMUSG00000076064	Mir690	28418687	28418795	16
ENSMUSG00000051065	Mb21d2	28644928	28748425	16
ENSMUSG00000029911	Ssbp1	40448286	40461634	6
ENSMUSG00000106457	Gm42585	25574018	25578037	5
ENSMUSG00000092344	Hspe1-ps3	25596606	25596882	5
ENSMUSG00000092181	Gm20432	25638034	25638283	5
ENSMUSG00000116861	Gm8253	28769675	28770107	16
ENSMUSG00000032040	Dcps	35035704	35087357	9
ENSMUSG00000092510	Gm18343	25655303	25655906	5
ENSMUSG00000022525	Plaat1	29028447	29049283	16
ENSMUSG00000038044	Cct8l1	25721065	25723025	5
ENSMUSG00000024712	Rfk	17371407	17378713	19
ENSMUSG00000101856	1700096K18Rik	25735011	25736464	5
ENSMUSG00000105744	Gm43141	25737156	25737429	5
ENSMUSG00000105302	Gm19817	55238262	55240393	3
ENSMUSG00000059244	Gm10062	25864804	25866280	5
ENSMUSG00000105975	Gm9831	55284878	55310543	3
ENSMUSG00000106144	Gm43972	25864807	25866273	5
ENSMUSG00000085622	3110056K07Rik	71038389	71062606	12
ENSMUSG00000106241	Gm43143	25892371	25894393	5
ENSMUSG00000028933	Xrcc2	25894810	25910823	5
ENSMUSG00000119840	BX119986.1	153829611	153829715	X
ENSMUSG00000024713	Pcsk5	17409683	17814996	19
ENSMUSG00000094962	Gm21954	55369406	55379631	3
ENSMUSG00000106354	Gm42607	55391209	55394601	3
ENSMUSG00000032041	Tirap	35095847	35111587	9
ENSMUSG00000106651	Gm42608	55424990	55427007	3
ENSMUSG00000105627	Gm43548	55482342	55484694	3
ENSMUSG00000048939	Atp13a5	29050603	29197550	16
ENSMUSG00000106334	Gm43549	55485526	55490151	3
ENSMUSG00000027799	Nbea	55532616	56091122	3
ENSMUSG00000048118	Arid4a	71062764	71145366	12
ENSMUSG00000104549	Gm43142	25915224	25915584	5
ENSMUSG00000056367	Actr3b	25964995	26055686	5
ENSMUSG00000030399	Ckm	19138701	19156766	7
ENSMUSG00000115431	Gm3219	34067238	34067540	14
ENSMUSG00000093406	Rpl48-ps1	57477489	57478044	10
ENSMUSG00000043681	Fam25c	34073838	34077390	14
ENSMUSG00000049657	Zbtb5	44991242	45012412	4
ENSMUSG00000052850	Tas2r137	40468167	40469239	6
ENSMUSG00000019876	Pkib	57508077	57617208	10
ENSMUSG00000037140	Tas2r108	40470463	40471475	6
ENSMUSG00000029909	Prss37	40491758	40496442	6
ENSMUSG00000023064	Sncg	34092231	34096746	14
ENSMUSG00000107359	Gm43295	40499738	40500149	6
ENSMUSG00000068259	Olfr461	40519105	40531984	6
ENSMUSG00000036850	Mrpl41	24864129	24865110	2
ENSMUSG00000045514	Olfr460	40546421	40551277	6
ENSMUSG00000041445	Mmrn2	34097422	34126244	14
ENSMUSG00000029915	Clec5a	40551828	40562755	6
ENSMUSG00000103906	Tigd5	75781584	75786384	15
ENSMUSG00000022571	Pycrl	75788326	75793409	15
ENSMUSG00000040705	A930016O22Rik	19151391	19155342	7
ENSMUSG00000105052	Gm21655	26124630	26131288	5
ENSMUSG00000070997	1700055D18Rik	45011687	45015406	4
ENSMUSG00000036833	Pnpla7	24866045	24944069	2
ENSMUSG00000030397	Mark4	19158700	19192746	7
ENSMUSG00000098247	Mir7220	61086945	61087004	18
ENSMUSG00000098475	Mir6982	61091145	61091212	18
ENSMUSG00000052026	Slc6a7	61128452	61147294	18
ENSMUSG00000086459	1700030C12Rik	23447753	23449661	11
ENSMUSG00000104824	Gm21663	26140789	26147379	5
ENSMUSG00000028318	Polr1e	45018583	45036565	4
ENSMUSG00000110774	Gm39318	35099959	35105113	9
ENSMUSG00000095550	Gm21671	26153251	26159415	5
ENSMUSG00000022570	Gfus	75796525	75801681	15
ENSMUSG00000020286	1700093K21Rik	23466203	23471155	11
ENSMUSG00000032042	Srpr	35111471	35159269	9
ENSMUSG00000104651	Gm21168	26161624	26162719	5
ENSMUSG00000106627	Gm21680	26170959	26177661	5
ENSMUSG00000096045	Gm21698	26187028	26193648	5
ENSMUSG00000021796	Bmpr1a	34132691	34225298	14
ENSMUSG00000091049	Gm1979	26204020	26209796	5
ENSMUSG00000090671	Gm5067	26212025	26213033	5
ENSMUSG00000067700	Gm5862	26222276	26227914	5
ENSMUSG00000073119	Speer4a	26237844	26244556	5
ENSMUSG00000024619	Cdx1	61151934	61169271	18
ENSMUSG00000085415	Selenok-ps1	23508058	23508842	11
ENSMUSG00000039048	Foxred1	35115502	35122351	9
ENSMUSG00000042208	0610010F05Rik	23514961	23583639	11
ENSMUSG00000024620	Pdgfrb	61178222	61218133	18
ENSMUSG00000073117	Gm7347	26256881	26263579	5
ENSMUSG00000058250	Tas2r138	40589249	40590244	6
ENSMUSG00000050846	Zfp623	75812801	75821249	15
ENSMUSG00000093552	Gm5777	57658450	57658897	10
ENSMUSG00000105422	Gm6089	26275535	26276472	5
ENSMUSG00000102985	4930456G14Rik	40088199	40089528	1
ENSMUSG00000019874	Fabp7	57660977	57664546	10
ENSMUSG00000026073	Il1r2	40113239	40164391	1
ENSMUSG00000073116	Gm10471	26287572	26294289	5
ENSMUSG00000068587	Mgam	40605765	40746057	6
ENSMUSG00000011263	Exoc3l2	19197256	19230687	7
ENSMUSG00000116120	Eif2s3x-ps1	75839076	75840184	15
ENSMUSG00000034429	Zfp707	75840972	75847717	15
ENSMUSG00000051940	5031410I06Rik	26303666	26310360	5
ENSMUSG00000090779	Gm17110	34223672	34224641	14
ENSMUSG00000021797	9230112D13Rik	34233578	34244758	14
ENSMUSG00000025732	Mcrip2	26082672	26087738	17
ENSMUSG00000019872	Smpdl3a	57670431	57687926	10
ENSMUSG00000067698	Gm10220	26319762	26326419	5
ENSMUSG00000115582	Gm48953	34238152	34238633	14
ENSMUSG00000109301	Gm45167	19202153	19202474	7
ENSMUSG00000057667	Bloc1s3	19238411	19242292	7
ENSMUSG00000021798	Ldb3	34248560	34310639	14
ENSMUSG00000021078	Tomm20l	71158202	71169995	12
ENSMUSG00000098176	Ccdc166	75851721	75854304	15
ENSMUSG00000002043	Trappc6a	19242320	19250070	7
ENSMUSG00000059645	Gm7361	26462689	26469306	5
ENSMUSG00000063704	Mapk15	75865618	75871003	15
ENSMUSG00000097899	Gm16894	40115388	40125011	1
ENSMUSG00000105786	Gm18957	26560416	26562228	5
ENSMUSG00000021079	Timm9	71169947	71183458	12
ENSMUSG00000029044	4930584F24Rik	26665068	26698312	5
ENSMUSG00000102975	Gm37347	40127671	40130741	1
ENSMUSG00000058537	AW822073	58058794	58060752	10
ENSMUSG00000026072	Il1r1	40264240	40356417	1
ENSMUSG00000025731	Mettl26	26094048	26096143	17
ENSMUSG00000048232	Fbxo10	45034247	45084604	4
ENSMUSG00000057216	Gm10807	58063679	58064473	10
ENSMUSG00000118270	Gm17819	17670127	17670264	19
ENSMUSG00000075046	Duxf3	58065801	58068497	10
ENSMUSG00000088394	Gm26312	55770433	55770595	X
ENSMUSG00000118079	Gm50181	17851193	17870864	19
ENSMUSG00000075045	Gm4981	58070670	58072523	10
ENSMUSG00000117822	Eef1a1-ps1	17903987	17905373	19
ENSMUSG00000031390	Avpr2	72935708	72939108	X
ENSMUSG00000105491	Gm42844	26804436	26804547	5
ENSMUSG00000117687	Gm50182	18005475	18018167	19
ENSMUSG00000083141	Gm15752	29102784	29103177	16
ENSMUSG00000117774	Gm18610	18182512	18183159	19
ENSMUSG00000118192	Gm50183	18457440	18458112	19
ENSMUSG00000093601	Gm19459	58075430	58076483	10
ENSMUSG00000024725	Ostf1	18493501	18609187	19
ENSMUSG00000038094	Atp13a4	29214671	29363682	16
ENSMUSG00000061576	Dpp6	27022201	27932503	5
ENSMUSG00000038039	Gcc2	58091319	58141421	10
ENSMUSG00000031388	Naa10	72960479	72965550	X
ENSMUSG00000034601	2700049A03Rik	71183622	71290077	12
ENSMUSG00000046761	Fam83h	75872942	75886185	15
ENSMUSG00000060621	Nkpd1	19251763	19258981	7
ENSMUSG00000080783	Gm8250	18558819	18559592	19
ENSMUSG00000037847	Nmrk1	18609314	18629792	19
ENSMUSG00000050471	Fam118b	35128261	35179101	9
ENSMUSG00000051403	Ppp1r37	19264725	19297001	7
ENSMUSG00000071192	Wfikkn1	26096602	26099832	17
ENSMUSG00000102018	Iqank1	75881737	75918830	15
ENSMUSG00000103560	Gm38070	40277180	40283659	1
ENSMUSG00000070942	Il1rl2	40363770	40406722	1
ENSMUSG00000056947	Mab21l1	55689931	55692422	3
ENSMUSG00000025730	Rab40c	26101088	26138701	17
ENSMUSG00000106572	4933417G07Rik	55754526	55755821	3
ENSMUSG00000104677	Gm43376	55797727	55844120	3
ENSMUSG00000024621	Csf1r	61233670	61265221	18
ENSMUSG00000104938	Gm42840	55922339	55924589	3
ENSMUSG00000106211	Gm42842	56030577	56033580	3
ENSMUSG00000106528	Gm42841	56036017	56037948	3
ENSMUSG00000105293	Gm42843	56071375	56074990	3
ENSMUSG00000119331	AC171272.12	59179391	59179469	7
ENSMUSG00000119864	AC171272.33	59147789	59147867	7
ENSMUSG00000105113	Gm2622	56735738	56736208	3
ENSMUSG00000119187	AC145168.1	88499321	88499497	3
ENSMUSG00000097366	Gm8177	57042917	57044252	3
ENSMUSG00000022568	Scrib	75919007	75941633	15
ENSMUSG00000106286	Gm43424	57156673	57156925	3
ENSMUSG00000104534	Gm18660	57179162	57179790	3
ENSMUSG00000027800	Tm4sf1	57193032	57209409	3
ENSMUSG00000078713	Tomm5	45105208	45108114	4
ENSMUSG00000044709	Gemin7	19298871	19311520	7
ENSMUSG00000077804	Gm24403	88956305	88956434	3
ENSMUSG00000020283	Pex13	23596479	23615959	11
ENSMUSG00000024726	Carnmt1	18648128	18684564	19
ENSMUSG00000082628	Gm12566	45136250	45136608	4
ENSMUSG00000035615	Frmpd1	45184875	45285936	4
ENSMUSG00000103230	Gm17970	40393012	40393696	1
ENSMUSG00000026069	Il1rl1	40468730	40504575	1
ENSMUSG00000102802	Mgam2-ps	40755645	40845098	6
ENSMUSG00000011267	Zfp296	19311212	19314581	7
ENSMUSG00000020280	Pus10	23615674	23682876	11
ENSMUSG00000105452	Gm5276	57269809	57270855	3
ENSMUSG00000027801	Tm4sf4	57332735	57349098	3
ENSMUSG00000047044	D030056L22Rik	18690557	18695792	19
ENSMUSG00000061028	Clasrp	19314960	19338411	7
ENSMUSG00000057580	Cox7c-ps1	26120830	26121201	17
ENSMUSG00000032044	Rpusd4	35179161	35189027	9
ENSMUSG00000084862	Gm16278	26138063	26154719	17
ENSMUSG00000117878	Gm50202	18709237	18710140	19
ENSMUSG00000024727	Trpm6	18727347	18869875	19
ENSMUSG00000029885	Moxd2	40855728	40864428	6
ENSMUSG00000025728	Pigq	26145395	26163910	17
ENSMUSG00000027803	Wwtr1	57363070	57483331	3
ENSMUSG00000031387	Renbp	72965727	72974456	X
ENSMUSG00000104084	Gm38276	40866462	40867804	6
ENSMUSG00000076461	Trbv1	40868163	40868819	6
ENSMUSG00000113878	Gm19045	71250368	71252218	12
ENSMUSG00000111746	4933422A05Rik	35192401	35196719	9
ENSMUSG00000066771	Gm5614	35192814	35193131	9
ENSMUSG00000051936	Prss58	40872204	40877321	6
ENSMUSG00000111059	Gm33838	35213018	35218895	9
ENSMUSG00000103259	2610105M22Rik	35273257	35274409	9
ENSMUSG00000038119	Cdon	35332424	35418948	9
ENSMUSG00000113572	Gm7959	71315518	71317131	12
ENSMUSG00000019920	Lims1	58159288	58260513	10
ENSMUSG00000044548	Dact1	71356658	71366881	12
ENSMUSG00000083538	Gm16016	57435653	57436202	3
ENSMUSG00000098389	Mir6983	61250540	61250603	18
ENSMUSG00000097339	Gm26671	57520118	57533245	3
ENSMUSG00000024622	Hmgxb3	61264349	61310122	18
ENSMUSG00000029883	1700074P13Rik	40897371	40917491	6
ENSMUSG00000109665	Gm45458	45992631	45993152	8
ENSMUSG00000084954	Gm16351	46000414	46058177	8
ENSMUSG00000085440	Sorbs2os	46176362	46272334	8
ENSMUSG00000026070	Il18r1	40504712	40540014	1
ENSMUSG00000098401	Mir6377	57524030	57524143	3
ENSMUSG00000104965	Gm43437	57544304	57548258	3
ENSMUSG00000036513	Commd2	57551770	57559136	3
ENSMUSG00000086284	Frmpd1os	45234723	45243990	4
ENSMUSG00000110411	Gm45457	46232265	46235353	8
ENSMUSG00000031636	Pdlim3	46338498	46372585	8
ENSMUSG00000035601	Trmt10b	45297127	45316131	4
ENSMUSG00000063252	Gm4744	40925397	40931287	6
ENSMUSG00000020275	Rel	23686847	23720970	11
ENSMUSG00000065434	Mir7-1	58540593	58540700	13
ENSMUSG00000035367	Rmi1	58550062	58558962	13
ENSMUSG00000101629	Gm29588	40927158	40927455	6
ENSMUSG00000094808	1810009J06Rik	40941688	40945369	6
ENSMUSG00000087109	4930474H06Rik	71364395	71368434	12
ENSMUSG00000105389	BB187690	57561825	57563000	3
ENSMUSG00000074591	Ankub1	57564814	57600220	3
ENSMUSG00000113278	Gm33016	71384402	71389577	12
ENSMUSG00000114654	Gm47918	58590835	58592394	13
ENSMUSG00000113441	Gm40438	71402215	71545485	12
ENSMUSG00000021553	Slc28a3	58693213	58758691	13
ENSMUSG00000100668	1700083H02Rik	71429928	71430982	12
ENSMUSG00000088669	Gm25336	153955841	153955964	1
ENSMUSG00000096525	Gm2663	40972764	40976413	6
ENSMUSG00000003226	Ranbp2	58282742	58330178	10
ENSMUSG00000113630	4930404H11Rik	71535059	71602907	12
ENSMUSG00000065372	Gm22741	20564058	20564222	16
ENSMUSG00000020273	Papolg	23812646	23845253	11
ENSMUSG00000114028	9630002D21Rik	71624522	71765470	12
ENSMUSG00000089331	Gm24345	100762680	100762803	14
ENSMUSG00000098590	Gm1113	35420518	35429565	9
ENSMUSG00000110071	Gm45512	46373909	46375461	8
ENSMUSG00000114063	Gm47555	71800824	71801159	12
ENSMUSG00000071104	Ccdc110	46387656	46397182	8
ENSMUSG00000113422	Gm47556	71813560	71814774	12
ENSMUSG00000036192	Rorb	18907969	19088560	19
ENSMUSG00000104408	Gm38015	40988115	40988302	6
ENSMUSG00000104105	Gm37878	40998177	40998818	6
ENSMUSG00000106635	Gm43098	57603601	57604897	3
ENSMUSG00000032101	Ddx25	35447943	35469824	9
ENSMUSG00000104623	Gm6394	57625234	57625710	3
ENSMUSG00000034574	Daam1	71877852	72039107	12
ENSMUSG00000021799	Opn4	34312575	34322099	14
ENSMUSG00000026068	Il18rap	40554522	40590865	1
ENSMUSG00000036503	Rnf13	57643483	57742654	3
ENSMUSG00000090113	Nhlrc4	26161207	26163935	17
ENSMUSG00000103157	Gm38294	41003199	41003579	6
ENSMUSG00000029882	2210010C04Rik	41007202	41012443	6
ENSMUSG00000087542	Gm15878	46402649	46402954	8
ENSMUSG00000071103	1700029J07Rik	46406643	46428477	8
ENSMUSG00000025727	A930017K11Rik	26165361	26171539	17
ENSMUSG00000118976	AC168073.17	59211220	59211298	7
ENSMUSG00000097405	D630044L22Rik	26170446	26182584	17
ENSMUSG00000034320	Slc26a2	61325991	61344684	18
ENSMUSG00000076462	Trbv2	41024274	41024929	6
ENSMUSG00000104733	Gm29784	27033098	27033503	5
ENSMUSG00000037326	Capn15	26177338	26204770	17
ENSMUSG00000080941	Gm16056	27064965	27065099	5
ENSMUSG00000081970	Gm16057	27210938	27212619	5
ENSMUSG00000076463	Trbv3	41025224	41025762	6
ENSMUSG00000028322	Exosc3	45316613	45342732	4
ENSMUSG00000103586	5830405F06Rik	41032817	41040036	6
ENSMUSG00000105946	Gm43776	27400953	27403866	5
ENSMUSG00000106537	Gm43502	27423183	27425778	5
ENSMUSG00000048703	Speer4b	27700637	27706436	5
ENSMUSG00000118569	Gm18236	29321308	29323001	16
ENSMUSG00000107486	Trbv4	41036328	41036820	6
ENSMUSG00000038084	Opa1	29398152	29473702	16
ENSMUSG00000031634	Ufsp2	46428565	46449995	8
ENSMUSG00000024575	Pde6a	61353387	61422995	18
ENSMUSG00000114234	Gm3131	58693842	58694316	13
ENSMUSG00000114380	Gm47942	58816438	58816653	13
ENSMUSG00000076465	Trbv5	41039266	41039737	6
ENSMUSG00000114384	4930455J16Rik	58884222	58910174	13
ENSMUSG00000104441	Gm35801	40611348	40619822	1
ENSMUSG00000103807	Trbv6	41043813	41044088	6
ENSMUSG00000102622	Trbv7	41057187	41057588	6
ENSMUSG00000115509	Gm49012	34313049	34327657	14
ENSMUSG00000026065	Slc9a4	40619241	40669885	1
ENSMUSG00000103833	Gm49885	41058521	41068917	6
ENSMUSG00000086505	Gm16058	27757549	27758873	5
ENSMUSG00000115575	Gm49024	34383664	34384661	14
ENSMUSG00000102821	Trbv8	41061755	41062039	6
ENSMUSG00000114325	Rpl13-ps2	58904365	58904978	13
ENSMUSG00000115451	Gm49025	34389988	34390296	14
ENSMUSG00000002221	Paxip1	27945078	27996689	5
ENSMUSG00000115007	5830448L01Rik	34394422	34395720	14
ENSMUSG00000104198	Trbv9	41064933	41065222	6
ENSMUSG00000114808	Gm47947	58910199	58924357	13
ENSMUSG00000091671	Trbv10	41068874	41069162	6
ENSMUSG00000114231	Gm40968	58923272	58945262	13
ENSMUSG00000041408	Wapl	34395885	34469940	14
ENSMUSG00000032103	Pus3	35469891	35478697	9
ENSMUSG00000083541	Gm12585	45338745	45339034	4
ENSMUSG00000102903	Trbv11	41083978	41084237	6
ENSMUSG00000035572	Dcaf10	45342101	45379759	4
ENSMUSG00000095574	Trbv12-1	41090484	41091001	6
ENSMUSG00000055254	Ntrk2	58954383	59281784	13
ENSMUSG00000076467	Trbv13-1	41092941	41093402	6
ENSMUSG00000084383	Gm13370	24875996	24876478	2
ENSMUSG00000083796	Gm13369	24883369	24884355	2
ENSMUSG00000119778	AC171272.28	59145917	59145995	7
ENSMUSG00000064833	Gm25926	77465191	77465350	12
